161855,115,024535,0126,92,003728,0024,44.00,161855,093638,171743,60,5,-5
162355,0,0
162855,0,0
163355,0,0
163855,0,0
164355,0,0
164855,0,0
165355,0,0
165855,1,1
170355,1,1
170855,0,0
171355,0,0
171855,0,0
172355,0,0
172855,0,0
173355,2,2
173855,2,2
174355,0,0
174855,0,0
175355,1,1
175855,4,3
180355,2,1
180855,0,0
181355,0,0
181855,0,0
182355,2,2
182855,2,1
183355,1,1
183855,0,0
184355,3,4
184855,0,0
185355,0,0
185855,0,0
190355,0,0
190855,3,1
191355,0,0
191855,0,0
192355,0,0
192855,0,0
193355,0,0
193855,0,0
194355,2,0
194855,2,1
195355,0,0
195855,0,0
200355,0,0
200855,0,0
201355,0,0
201855,0,0
202355,0,0
202855,0,0
203355,0,0
203855,0,0
204355,0,0
204855,0,0
205355,0,0
205855,3,2
210355,0,0
210855,0,0
211355,0,0
211855,1,1
212355,5,2
212855,0,0
213355,0,0
213855,0,0
214355,0,0
214855,0,0
215355,0,0
215855,1,2
220355,0,0
220855,0,0
221355,0,0
221855,0,0
222355,0,0
222855,0,0
223355,0,0
223855,0,0
224355,0,0
224855,1,1
225355,0,0
225855,0,0
230355,1,1
230855,5,5
231355,0,0
231855,1,1
232355,1,1
232855,0,0
233355,0,0
233855,0,0
234355,0,0
234855,0,0
235355,0,0
235855,1,1
000355,0,0
000855,0,0
001355,1,3
001855,0,0
002355,0,0
002855,0,0
003355,0,0
003855,0,0
004355,0,0
004855,0,0
005355,0,0
005855,0,0
010355,0,0
010855,0,0
011355,0,0
011855,0,0
012355,0,0
012855,0,0
013355,0,0
013855,0,0
014355,0,0
014855,0,0
015355,0,0
015855,0,0
020355,0,0
020855,0,0
021355,0,0
021855,0,0
022355,1,2
022855,0,0
023355,3,2
023855,1,1
024355,2,1
024855,0,0
025355,1,1
025855,0,0
030355,0,0
030855,0,0
031355,2,2
031855,1,0
032355,0,0
032855,4,4
033355,1,1
033855,0,0
034355,0,0
034855,0,0
035355,1,1
035855,1,1
040355,0,0
040855,1,3
041355,1,1
041855,0,0
042355,1,1
042855,0,0
043355,0,0
043855,1,1
044355,0,0
044855,0,0
045355,0,0
045855,2,1
050355,0,0
050855,0,0
051355,2,2
051855,0,0
052355,1,0
052855,4,3
053355,5,1
053855,0,0
054355,1,1
054855,1,1
055355,0,0
055855,4,2
060355,0,0
060855,5,3
061355,4,3
061855,0,0
062355,1,1
062855,0,0
063355,0,0
063855,4,2
064355,2,2
064855,2,0
065355,1,1
065855,0,0
070355,0,0
070855,0,0
071355,0,0
071855,0,0
072355,0,0
072855,0,0
073355,0,0
073855,0,0
074355,0,0
074855,0,0
075355,0,0
075855,0,0
080355,0,0
080855,0,0
081355,0,0
081855,0,0
082355,0,0
082855,0,0
083355,0,0
083855,0,0
084355,1,1
084855,2,2
085355,0,0
085855,1,1
090355,0,0
090855,0,0
091355,1,2
091855,0,0
092355,0,0
092855,0,0
093355,0,0
093638,0,0
